comp1_c0_seq1	GO:0009507, GO:0016020
comp30234_c0_seq1	GO:0044260, GO:0071310, GO:0007165, GO:0044238
comp30242_c0_seq1	GO:0005525, GO:0007264, GO:0015031, GO:0005794
comp30267_c0_seq1	GO:0016491, GO:0016020, GO:0055114
comp30268_c0_seq1	GO:0008150
comp30269_c0_seq1	GO:0044281, GO:0005515, GO:0019682, GO:0008654, GO:0005982, GO:0006139, GO:0009536, GO:0009657, GO:0044723
comp30281_c0_seq1	
comp30292_c0_seq1	GO:0005667, GO:0003700, GO:0008270, GO:0006355, GO:0043565, GO:0006355
comp30353_c0_seq1	GO:0008152, GO:0016787
comp30399_c0_seq1	GO:0008270, GO:0005515, GO:0005739, GO:0009536
comp30424_c0_seq1	GO:0005515, GO:0005739
comp30439_c0_seq1	GO:0097159, GO:1901363, GO:0006259, GO:0006974, GO:0016874
comp30453_c0_seq1	GO:0006118, GO:0015035, GO:0006662, GO:0045454
comp30468_c0_seq1	GO:0016757, GO:0005515, GO:0005509, GO:0008152, GO:0016021, GO:0005544
comp30469_c0_seq1	GO:0000166, GO:0003676, GO:0030529, GO:0019013
comp30495_c0_seq1	GO:0006118, GO:0009772, GO:0016491, GO:0045156, GO:0046872, GO:0009523, GO:0016021, GO:0018298, GO:0016168, GO:0009635, GO:0009535
comp30508_c0_seq2	
comp30519_c0_seq1	GO:0050896
comp30566_c0_seq1	
comp30575_c0_seq1	GO:0005524, GO:0005515, GO:0016021, GO:0031410, GO:0009069, GO:0004674, GO:0006468
comp30604_c0_seq1	GO:0016020
comp30625_c0_seq1	GO:0008270, GO:0005515
comp30637_c0_seq1	GO:0016020, GO:0006810, GO:0005215
comp30653_c0_seq1	GO:0003677, GO:0005634, GO:0009506, GO:0016020, GO:0016021, GO:0005829, GO:0006355, GO:0009862, GO:0048513
comp30659_c0_seq1	GO:0005524, GO:0016020
comp30691_c0_seq1	GO:0000045, GO:0005515, GO:0000421
comp30696_c0_seq1	GO:0005515
comp30700_c0_seq1	GO:0050661, GO:0050660, GO:0055114, GO:0004499
comp30730_c0_seq1	GO:0048441, GO:0005506, GO:0048366, GO:0048443, GO:0016021, GO:0016709, GO:0016132, GO:0022900, GO:0016125, GO:0010268, GO:0020037
comp30783_c0_seq1	GO:0005739
comp30787_c0_seq1	GO:0016021
comp30815_c0_seq1	GO:0005515
comp30843_c0_seq1	
comp30847_c0_seq1	GO:0005524, GO:0051707, GO:0004672, GO:0006468, GO:0009966
comp30849_c0_seq1	GO:0016021
comp30871_c0_seq1	GO:0008150, GO:0003712, GO:1903506, GO:0003674, GO:0000124, GO:0009536
comp30903_c0_seq1	GO:0008150
comp30934_c0_seq1	GO:0005829, GO:0004781, GO:0006144, GO:0000103
comp30943_c0_seq1	GO:0009793, GO:0033043, GO:0009628, GO:0016070, GO:0050793, GO:0045491, GO:0048522, GO:0048366, GO:0010016, GO:0033036, GO:0016574, GO:0010431, GO:0010014, GO:0070646, GO:0065008, GO:0007389, GO:0044249, GO:0006513, GO:0006950, GO:0007346, GO:0040007, GO:0009887, GO:0046872, GO:0010467, GO:0010564
comp30979_c0_seq1	GO:0008150
comp31007_c0_seq1	GO:0008150
comp31008_c0_seq1	GO:0009535
comp31026_c0_seq1	GO:0005525, GO:0009507, GO:0003924, GO:0005739, GO:0042254
comp31029_c0_seq1	GO:0016020, GO:0009534, GO:0044763
comp31041_c0_seq1	GO:0005856, GO:0016020, GO:0030036
comp31055_c0_seq1	GO:0005506, GO:0016491, GO:0016021, GO:0031410, GO:0055114, GO:0006633
comp31064_c0_seq1	GO:0005524, GO:0042626, GO:0055085, GO:0008152, GO:0016021, GO:0005886
comp31066_c0_seq1	GO:0016021, GO:0005385, GO:0031410, GO:0071577, GO:0005886
comp31106_c0_seq1	
comp31117_c0_seq1	
comp31126_c0_seq1	GO:0065008, GO:0008033, GO:1902589, GO:0016740, GO:0006259, GO:0044710, GO:0050896
comp31138_c0_seq1	GO:0005506, GO:0016020, GO:0044550, GO:0016709, GO:0055114, GO:0020037
comp31148_c0_seq1	GO:0006118, GO:0009772, GO:0045156, GO:0009523, GO:0016021, GO:0018298, GO:0016168, GO:0009535
comp31162_c0_seq1	GO:0016020
comp31169_c0_seq1	GO:0005524, GO:0016021, GO:0004672, GO:0006468
comp31180_c0_seq1	GO:0008380, GO:0005515
comp31217_c0_seq1	GO:0016779, GO:0046470, GO:0005509, GO:0016020, GO:0009395, GO:0004630, GO:0070290, GO:0006643
comp31223_c0_seq1	GO:0003677, GO:0005667, GO:0003700, GO:0006355, GO:0006355
comp31230_c0_seq1	
comp31239_c0_seq1	GO:0055085, GO:0016021
comp31244_c0_seq1	GO:0008152, GO:0016597
comp31252_c0_seq1	GO:0008150
comp31265_c0_seq1	GO:0009507, GO:0010207, GO:0010190
comp31267_c0_seq1	GO:0005634, GO:0005667, GO:0003700, GO:0046982, GO:0006355, GO:0043565, GO:0006355
comp31281_c0_seq1	GO:0003677, GO:0046983
comp31296_c0_seq2	
comp31356_c0_seq1	GO:0008152, GO:0016597, GO:0050896
comp31371_c0_seq1	GO:0006814, GO:0015992, GO:0006120, GO:0005739, GO:0006508, GO:0016021, GO:0008137, GO:0004222, GO:0006744
comp31377_c0_seq1	GO:0005739, GO:0005829, GO:0008757, GO:0032259
comp31392_c0_seq1	GO:0003676, GO:0043170, GO:0008270, GO:0044238, GO:0016787
comp31403_c0_seq1	GO:0005515
comp31427_c0_seq1	GO:0009507
comp31442_c0_seq1	GO:0090305, GO:0009507, GO:0008270, GO:0004519, GO:0016556
comp31457_c0_seq1	GO:0008150, GO:0009750, GO:0016020, GO:0016021, GO:0009744
comp31461_c0_seq1	GO:0009507, GO:0008285, GO:0010102
comp31495_c0_seq1	GO:0005737, GO:0016791, GO:0008772, GO:0016311, GO:0006468, GO:0006006
comp31502_c0_seq1	
comp31528_c0_seq1	GO:0003676, GO:0005524, GO:0008270, GO:0008152, GO:0016818
comp31532_c0_seq1	GO:0016021, GO:0009536
comp31562_c0_seq1	
comp31565_c0_seq1	GO:0005634, GO:0005667, GO:0003700, GO:0006355, GO:0043565, GO:0006355
comp31584_c0_seq1	GO:0008150, GO:0005575
comp31587_c0_seq1	GO:0005524, GO:0048544, GO:0016020, GO:0004672, GO:0006468
comp31612_c0_seq1	GO:0016020
comp31665_c0_seq1	
comp31679_c0_seq1	
comp31682_c0_seq1	GO:0005634, GO:0003677
comp31706_c0_seq1	
comp31723_c0_seq1	GO:0003677, GO:0005524, GO:0005515, GO:0006260
comp31736_c0_seq1	GO:0006486
comp31742_c0_seq1	
comp31744_c0_seq1	GO:0015995, GO:0031977, GO:0006098, GO:0009793, GO:0010027, GO:0019288, GO:0010228, GO:0006364, GO:0048481, GO:0016226
comp31792_c0_seq1	GO:0005515
comp31793_c0_seq1	GO:0003677, GO:0005524, GO:0008152, GO:0004386
comp31837_c0_seq1	GO:0015078, GO:0015991, GO:0045263, GO:0016021, GO:0008289, GO:0015986, GO:0009535
comp31906_c0_seq1	
comp31919_c0_seq1	GO:0003677, GO:0005667, GO:0003700, GO:0006355, GO:0006355
comp31982_c0_seq1	GO:0003677, GO:0016021
comp31987_c0_seq1	GO:0005634, GO:0008270
comp31991_c0_seq1	GO:0008270, GO:0016021
comp32009_c0_seq1	GO:0008150
comp32044_c0_seq1	GO:0008270
comp32067_c0_seq1	GO:0009707, GO:0044085, GO:0060255, GO:0034660, GO:0010467, GO:0019684, GO:0044763, GO:0009658, GO:0080090, GO:0031323
comp32105_c0_seq1	GO:0009507, GO:0006118, GO:0046872, GO:0009055, GO:0019684, GO:0042651, GO:0055114, GO:0044425
comp32134_c0_seq1	GO:0004650, GO:0005982, GO:0005985
comp32136_c0_seq1	GO:0008270, GO:0005515, GO:0016021
comp32152_c0_seq1	GO:0005524, GO:0004672, GO:0006468
comp32153_c0_seq1	GO:0005634, GO:0003677
comp32167_c0_seq1	GO:0005515
comp32169_c0_seq1	GO:0015940, GO:0005524, GO:0042803, GO:0009793, GO:0019482, GO:0005829, GO:0004592
comp32189_c0_seq1	
comp32192_c0_seq1	GO:0005515, GO:0016021
comp32208_c0_seq1	
comp32220_c0_seq1	GO:0008150, GO:0008152, GO:0005739, GO:0016020, GO:0016021, GO:0016787
comp32231_c0_seq1	
comp32232_c0_seq1	GO:0046487, GO:0005739, GO:0006189, GO:0016597, GO:0016742, GO:0008864
comp32314_c0_seq1	GO:0009691, GO:0007062, GO:0000712, GO:0006298, GO:0003684, GO:0043247, GO:0000795, GO:0006312, GO:0042138, GO:0006302, GO:0051026, GO:0005524, GO:0043073, GO:0032504, GO:0030983, GO:0010332, GO:0032204
comp32316_c0_seq1	GO:0004805, GO:0005992, GO:0016311, GO:0005982, GO:0005985
comp32319_c0_seq1	GO:0005623, GO:0006814, GO:0051453, GO:0016021, GO:0015140, GO:0071423
comp32382_c0_seq1	GO:0003677, GO:0006355
comp32416_c0_seq1	
comp32453_c0_seq1	GO:0003676, GO:0015074
comp32457_c0_seq1	
comp32467_c0_seq1	GO:0005524, GO:0004672, GO:0006468, GO:0050896, GO:0030247
comp32491_c0_seq1	GO:0005739
comp32503_c0_seq1	GO:0004842, GO:0005515, GO:0016567
comp32504_c0_seq1	GO:0045261, GO:0005524, GO:0006119, GO:0015991, GO:0046961, GO:0005886, GO:0015986, GO:0009535, GO:0046933
comp32517_c0_seq1	GO:0008168, GO:0032259
comp32527_c0_seq1	GO:0005515
comp32528_c0_seq1	GO:0005524, GO:0009069, GO:0004674, GO:0006468
comp32562_c0_seq1	
comp32568_c0_seq1	GO:0005515, GO:0016301
comp32623_c0_seq1	GO:0005515
comp32661_c0_seq1	
comp32720_c0_seq1	GO:0016021
comp32755_c0_seq1	GO:0009507
comp32768_c0_seq1	GO:0008270, GO:0005515, GO:0016021
comp32772_c0_seq1	GO:0005488
comp32802_c0_seq1	
comp32848_c0_seq1	GO:0047268, GO:0006012
comp32853_c0_seq1	
comp32859_c0_seq1	
comp32886_c0_seq1	GO:0016579, GO:0036459, GO:0006511
comp32902_c0_seq1	
comp32910_c0_seq1	
comp32961_c0_seq1	GO:0016020, GO:0044238, GO:0071704, GO:0009536, GO:0006796
comp32966_c0_seq1	GO:0016042
comp32980_c0_seq1	GO:0045490, GO:0046872, GO:0030570
comp32989_c0_seq1	GO:0005667, GO:0003700, GO:0006355, GO:0043565, GO:0006355
comp33025_c0_seq1	
comp33028_c0_seq1	GO:0009570, GO:0009089, GO:0010207, GO:0045893, GO:0008839, GO:0030154, GO:0009773, GO:0042742, GO:0009965, GO:0010103, GO:0016556, GO:0019877
comp33044_c0_seq1	
comp33108_c0_seq1	GO:0008270, GO:0005515, GO:0016020
comp33135_c0_seq1	GO:0016020, GO:0016021
comp33149_c0_seq1	GO:0004556, GO:0005509, GO:0005576, GO:0005982, GO:0005985
comp33169_c0_seq1	GO:0008270, GO:0005515
comp33190_c0_seq1	
comp33194_c0_seq1	GO:0016491, GO:0055114
comp33224_c0_seq1	GO:0009507, GO:0016021
comp33230_c0_seq1	
comp33270_c0_seq1	GO:0005634, GO:0003677, GO:0005667, GO:0003700, GO:0006355, GO:0006355
comp33282_c0_seq1	GO:0008270, GO:0005515
comp33286_c0_seq1	GO:0005515
comp33308_c0_seq1	GO:0042967, GO:0006474, GO:0031248, GO:0004596
comp33366_c0_seq1	GO:0008150
comp33369_c0_seq1	GO:0046983
comp33374_c0_seq1	GO:0008270, GO:0031425
comp33385_c0_seq1	GO:0008150, GO:0005777
comp33393_c0_seq1	GO:0004832, GO:0009097, GO:0005524, GO:0006438, GO:0006450, GO:0009099, GO:0005739, GO:0009098, GO:0002161
comp33416_c0_seq1	GO:0005524, GO:0050794, GO:0004672, GO:0006468
comp33464_c0_seq1	GO:0090502, GO:0003676, GO:0004523, GO:0003964, GO:0006278
comp33475_c0_seq1	GO:0009987
comp33542_c0_seq1	
comp33552_c0_seq1	GO:0043231, GO:0016020, GO:0044444, GO:0016740
comp33573_c0_seq1	GO:0005524, GO:0016020, GO:0004672, GO:0030246, GO:0006468
comp33577_c0_seq1	GO:0097159, GO:1901363, GO:0043167, GO:0009987
comp33588_c0_seq1	GO:0008270, GO:0005515
comp33590_c0_seq1	GO:0008150, GO:0003674
comp33597_c0_seq1	GO:0006626, GO:0003735, GO:0006354, GO:0019843, GO:0000027, GO:0005762, GO:0006412
comp33620_c0_seq1	
comp33636_c0_seq1	GO:0009570, GO:0009325, GO:0020037, GO:0047889, GO:0048307, GO:0050421, GO:0006807, GO:0005739, GO:0016020, GO:0048046, GO:0005829, GO:0055114, GO:0051536, GO:0010167
comp33662_c0_seq1	GO:0004788, GO:0005524, GO:0030975, GO:0006772, GO:0016310, GO:0016301, GO:0009229
comp33684_c0_seq1	GO:0000023, GO:0009706, GO:0016021, GO:0006810
comp33685_c0_seq1	GO:0003677
comp33711_c0_seq1	GO:0043231, GO:0016021
comp33726_c0_seq1	GO:0005634, GO:0003677, GO:0005524, GO:0008270, GO:0005506, GO:0035556
comp33776_c0_seq1	GO:0009507, GO:0005515
comp33779_c0_seq1	GO:0016020, GO:0006508, GO:0006541, GO:0005773, GO:0034722, GO:0046900
comp33800_c0_seq1	
comp33805_c0_seq1	GO:0031977, GO:0005515, GO:0006508, GO:0008236, GO:0016556
comp33836_c0_seq1	GO:0005887, GO:0010044, GO:0034220, GO:0015075
comp33870_c0_seq1	
comp33918_c0_seq1	GO:0016758, GO:0008152
comp33934_c0_seq1	GO:0005975, GO:0031410, GO:0004553
comp33946_c0_seq1	GO:0046658
comp33987_c0_seq1	GO:0005789, GO:0006506, GO:0009860, GO:0046520, GO:0000506, GO:0016021, GO:0017176, GO:0009846, GO:0016126
comp33999_c0_seq1	GO:0044281, GO:0016906, GO:0044464, GO:0009812, GO:0030259
comp34012_c0_seq1	
comp34021_c0_seq1	GO:0016021, GO:0035091
comp34022_c0_seq1	GO:2000280, GO:0010044, GO:0072718, GO:0031570, GO:0009793, GO:0006282, GO:0009555, GO:0048700, GO:0009663, GO:0080008, GO:0000166, GO:0005634, GO:0005515, GO:0005737, GO:0071158, GO:0010497, GO:0048481
comp34085_c0_seq1	GO:0005524, GO:0009616, GO:0035196, GO:0016021, GO:0007267, GO:0009069, GO:0004674, GO:0006468, GO:0010267
comp34107_c0_seq1	GO:0045893, GO:0010638
comp34193_c0_seq1	GO:0009536
comp34244_c0_seq1	GO:0008270, GO:0046872
comp34285_c0_seq1	GO:0005515
comp34291_c0_seq1	GO:0016021, GO:0006810, GO:0005215
comp34301_c0_seq1	GO:0016042, GO:0016021, GO:0016298, GO:0005576
comp34307_c0_seq1	GO:0009570, GO:0000023, GO:0010275, GO:0019252, GO:0010207, GO:0010598, GO:0016556
comp34321_c0_seq1	GO:0047372, GO:0046486, GO:0016042, GO:0008168, GO:0032259
comp34392_c0_seq1	GO:0005739, GO:0008152, GO:0016787
comp34408_c0_seq1	GO:0005887, GO:0009506, GO:0015992, GO:0046323, GO:0005358, GO:0043090, GO:1904659
comp34441_c0_seq1	GO:0003825, GO:0004805, GO:0005992, GO:0016311, GO:0005982, GO:0005985
comp34468_c0_seq1	GO:0004129, GO:0005506, GO:0045277, GO:0016021, GO:1902600, GO:0006123, GO:0009060, GO:0005743, GO:0020037
comp34470_c0_seq1	GO:0008270, GO:0005515, GO:0016021
comp34481_c0_seq1	GO:0005515
comp34556_c0_seq1	
comp34579_c0_seq1	GO:0010052, GO:0016021, GO:0007267, GO:2000123, GO:0031410, GO:0010375, GO:0016556
comp34615_c0_seq1	GO:0008150
comp34616_c0_seq1	GO:0006855, GO:0015297, GO:0016021, GO:0015238
comp34647_c0_seq1	GO:0005515, GO:0005509, GO:0016021, GO:0005544
comp34679_c0_seq1	GO:0005506, GO:0005198, GO:0051536, GO:0016226
comp34717_c0_seq1	GO:0004842, GO:0005524, GO:0004672, GO:0006468, GO:0016567
comp34719_c0_seq1	GO:0005515
comp34728_c0_seq1	GO:0005506, GO:0016491, GO:0055114
comp34736_c0_seq1	GO:0008270, GO:0005515, GO:0016787
comp34748_c0_seq1	GO:0003676
comp34749_c0_seq1	
comp34758_c0_seq1	GO:0008270, GO:0006118, GO:0005829, GO:0009610, GO:0055114, GO:0003960
comp34768_c0_seq1	GO:0098656, GO:0016021, GO:0005215
comp34801_c0_seq1	GO:0008270
comp34825_c0_seq1	GO:0005524, GO:0005471, GO:0016021, GO:0015858, GO:0015868, GO:0051503, GO:0015711
comp34838_c0_seq1	
comp34866_c0_seq1	GO:0005488
comp34879_c0_seq1	
comp34886_c0_seq1	GO:0008152, GO:0016740, GO:0070403
comp34941_c0_seq1	GO:0005515, GO:0031410
comp34949_c0_seq1	GO:0042967, GO:0016021, GO:0005794, GO:0071554, GO:0016413
comp34969_c0_seq1	GO:0006508, GO:0004197
comp34987_c0_seq1	GO:0004788, GO:0005524, GO:0030975, GO:0006772, GO:0005829, GO:0016310, GO:0016301, GO:0009229, GO:0009536
comp35004_c0_seq1	
comp35007_c0_seq1	
comp35012_c0_seq1	GO:0006098, GO:0004032, GO:0006013, GO:0006000, GO:0009443, GO:0006012, GO:0042821, GO:0000023, GO:0019252, GO:0046486, GO:0043085, GO:0070402, GO:0019761, GO:0055114, GO:0006090
comp35013_c0_seq1	GO:0010286, GO:0010363, GO:0009863, GO:0009697, GO:0006612, GO:0009867, GO:0046836, GO:0009723, GO:0006984, GO:0005634, GO:0009738, GO:0052542, GO:0051861, GO:0002679, GO:0005737, GO:0030968, GO:0017089, GO:0010200, GO:0050832, GO:0031348, GO:0035556
comp35060_c0_seq1	GO:0006118, GO:0045156, GO:0005509, GO:0009654, GO:0019898, GO:0009767
comp35097_c0_seq1	GO:0016020, GO:0016021
comp35130_c0_seq1	GO:0016491
comp35168_c0_seq1	GO:0016020, GO:0044424
comp35174_c0_seq1	GO:0006351, GO:0006355
comp35183_c0_seq1	GO:0071310, GO:0006570, GO:0004725, GO:0007165, GO:0048585, GO:0044464, GO:0006469, GO:0035335, GO:1901700
comp35215_c0_seq1	GO:0003677
comp35241_c0_seq1	GO:0005515, GO:0050794, GO:0051707, GO:0043531, GO:0044763, GO:0006952
comp35265_c0_seq1	GO:0005515, GO:0008152
comp35301_c0_seq1	GO:0030170, GO:0010363, GO:0042538, GO:0008265, GO:0030151, GO:0000956, GO:0010182, GO:0009873, GO:0043069, GO:0009734, GO:0009414, GO:0000165, GO:0009409, GO:0009408, GO:0030968, GO:0010118, GO:0050832, GO:0018315, GO:0019008, GO:0009000, GO:0009688, GO:0009862, GO:0000303, GO:0045037, GO:0006612, GO:0006777, GO:0009867, GO:0042742, GO:0005622, GO:0009738, GO:0016740, GO:0031348
comp35307_c0_seq1	GO:0003676, GO:0008270, GO:0046872, GO:0015074
comp35309_c0_seq1	GO:0044434
comp35312_c0_seq1	GO:0003677
comp35349_c0_seq1	
comp35351_c0_seq1	GO:0009570, GO:0006825, GO:0006801, GO:0006878, GO:0043085, GO:0055114, GO:0016532
comp35378_c0_seq1	GO:0016579, GO:0009640, GO:0045893, GO:0016571, GO:0006487, GO:0005886, GO:0006499, GO:0000338, GO:0016567
comp35410_c0_seq1	GO:0000166, GO:0003676, GO:0000023, GO:0031072, GO:0009507, GO:0019252, GO:0006098, GO:0051082
comp35419_c0_seq1	GO:0008270, GO:0042967, GO:0006355, GO:0009555, GO:0009553, GO:0006355, GO:0009954, GO:0048439, GO:0000123, GO:0048573, GO:0004402, GO:0005667, GO:0005516, GO:0003712, GO:0016573, GO:0010227
comp35481_c0_seq1	GO:0006869, GO:0031410, GO:0008289, GO:0006810
comp35524_c0_seq1	GO:0005506, GO:0016705, GO:0016020, GO:0055114, GO:0020037
comp35567_c0_seq1	GO:0010362, GO:0010181, GO:0042793, GO:0046777, GO:0005794, GO:0006364, GO:0023014, GO:0000023, GO:0005524, GO:0009902, GO:0010218, GO:0045893, GO:0000160, GO:0019761, GO:0010118, GO:0010155, GO:0010114, GO:0016556, GO:0042802, GO:0009882, GO:0009365, GO:0009644, GO:0009785, GO:0009069, GO:0005886, GO:0004697, GO:0009744, GO:0000155, GO:0009638, GO:0019252, GO:0010207, GO:0043085, GO:0010027, GO:0010103, GO:0035304
comp35570_c0_seq1	GO:0050508, GO:0008152, GO:0016021
comp35584_c0_seq1	
comp35598_c0_seq1	GO:0016021, GO:0042631
comp35599_c0_seq1	
comp35634_c0_seq1	GO:0005975, GO:0004553
comp35670_c0_seq1	GO:0006803, GO:0005737, GO:0006749, GO:0004364
comp35678_c0_seq1	GO:0005515, GO:0005739
comp35705_c0_seq1	GO:0008270, GO:0016021
comp35739_c0_seq1	GO:0009507, GO:0009695, GO:0046423
comp35770_c0_seq1	GO:0009707, GO:0009902, GO:0010207, GO:0045893, GO:0010027, GO:0042793, GO:0006364, GO:0035304
comp35809_c0_seq1	GO:0006835, GO:0005887, GO:0008271, GO:0006812, GO:0017153, GO:1902358
comp35821_c0_seq1	GO:0008270, GO:0006355
comp35903_c0_seq1	GO:0005829, GO:0006499
comp35915_c0_seq1	
comp35954_c0_seq1	GO:0008270, GO:0005515, GO:0008152, GO:0016874
comp35970_c0_seq1	
comp36000_c0_seq1	GO:0005739, GO:0016310, GO:0016301, GO:0015996
comp36002_c0_seq1	GO:0046872, GO:0044238, GO:0071704
comp36007_c0_seq1	GO:0006098, GO:0009534, GO:0016021
comp36031_c0_seq1	GO:0000166, GO:0052381, GO:0006400
comp36078_c0_seq1	GO:0005515
comp36127_c0_seq1	
comp36129_c0_seq1	
comp36135_c0_seq1	GO:0048364, GO:0005634, GO:0003677, GO:0005515, GO:0016491, GO:0008168, GO:0055114, GO:0016575, GO:0051568
comp36160_c0_seq1	GO:0008270, GO:0042967, GO:0009651, GO:0009611, GO:0006355, GO:0009753, GO:0009751, GO:0042542, GO:0005576, GO:0005774, GO:0006355, GO:0009733, GO:0000123, GO:0004402, GO:0009739, GO:0005667, GO:0005516, GO:0003712, GO:0016573
comp36182_c0_seq1	
comp36189_c0_seq1	
comp36252_c0_seq1	GO:0003676, GO:0005524, GO:0010501, GO:0004004
comp36289_c0_seq1	GO:0000166, GO:0016020
comp36293_c0_seq1	GO:0003735, GO:0005739, GO:0042254, GO:0015935, GO:0006412
comp36325_c0_seq1	GO:0052696, GO:0080043, GO:0043231, GO:0080044, GO:0009813
comp36338_c0_seq1	GO:0003677, GO:0006355
comp36357_c0_seq1	GO:0000287, GO:0009573, GO:0046487, GO:0019253, GO:0055114, GO:0004497, GO:0016984
comp36363_c0_seq1	GO:0006857, GO:0016021, GO:0005215
comp36438_c0_seq1	GO:0009570, GO:0005634, GO:0005524, GO:0046872, GO:0050242, GO:0005829, GO:0015979, GO:0016310, GO:0016301, GO:0006090, GO:0015976
comp36579_c0_seq1	GO:0052696, GO:0080043, GO:0043231, GO:0080044, GO:0009813
comp36598_c0_seq1	
comp36638_c0_seq1	GO:0016021
comp36718_c0_seq1	GO:0005737, GO:0003824, GO:0008152, GO:0043167
comp36729_c0_seq1	GO:0008270, GO:0005515
comp36771_c0_seq1	GO:0016020
comp36780_c0_seq1	GO:0009570, GO:0003676, GO:0016887, GO:0005524, GO:0015074
comp36787_c0_seq1	GO:0008270, GO:0019706, GO:0042967, GO:0016021
comp36821_c0_seq1	GO:0009507, GO:0005739, GO:0016787, GO:0016556
comp36828_c0_seq1	GO:0016846, GO:0016020, GO:0016740
comp36838_c0_seq1	GO:0016020, GO:0016021
comp36839_c0_seq1	GO:0031072, GO:0051082
comp36891_c0_seq1	GO:0009570, GO:0006020, GO:0007030, GO:0009853, GO:0006000, GO:0005774, GO:0006833, GO:0009506, GO:0005507, GO:0046486, GO:0048046, GO:0046166, GO:0019344, GO:0005829, GO:0019563, GO:0051788, GO:0006094, GO:0009266, GO:0006096, GO:0006013, GO:0005886, GO:0006972, GO:0080129, GO:0043161, GO:0005618, GO:0005739, GO:0004807, GO:0009060, GO:0015976
comp36910_c0_seq1	GO:0005524, GO:0042626, GO:0055085, GO:0008152, GO:0016021, GO:0005886
comp36925_c0_seq1	GO:0003676, GO:0004190, GO:0006508, GO:0015074
comp36933_c0_seq1	GO:0019538, GO:0016779, GO:0046872, GO:0004518, GO:0008233, GO:0006259
comp36967_c0_seq1	GO:0009507, GO:0005739, GO:0016021
comp36974_c0_seq1	GO:0016021
comp36996_c0_seq1	GO:0009507, GO:0019805, GO:0019804, GO:0051176, GO:0046872, GO:0043085, GO:0009435, GO:0008047, GO:0051539, GO:0016740, GO:0008987, GO:0016226
comp37002_c0_seq1	GO:0005667, GO:0003700, GO:0006355, GO:0043565, GO:0006355
comp37005_c0_seq1	
comp37017_c0_seq1	
comp37026_c0_seq1	GO:0003676, GO:0005524, GO:0090501, GO:0035194, GO:0044707, GO:0070918, GO:0016891, GO:0006355, GO:0044767
comp37129_c0_seq1	GO:0008152, GO:0016829, GO:0009536
comp37135_c0_seq1	GO:0003677, GO:0005634, GO:0003700, GO:0045892, GO:0016020, GO:0016021, GO:0009644, GO:0006355, GO:0043565, GO:0042542
comp37250_c0_seq1	GO:0005515, GO:0005773, GO:0005886
comp37280_c0_seq1	GO:0008150
comp37295_c0_seq1	GO:0005515
comp37300_c0_seq1	GO:0016021
comp37333_c0_seq1	GO:0009570, GO:0008270, GO:0005739, GO:0006508, GO:0004177, GO:0008237
comp37386_c0_seq1	GO:0008152, GO:0004045
comp37431_c0_seq1	GO:0046872
comp37448_c0_seq1	GO:0016722, GO:0006118, GO:0005507, GO:0016021, GO:0055114, GO:0019852, GO:0005576, GO:0008447
comp37486_c0_seq1	GO:0046872
comp37529_c0_seq1	GO:0008150
comp37540_c0_seq1	GO:0008150, GO:0008270, GO:0003674
comp37594_c0_seq1	GO:0009073, GO:0016226
comp37740_c0_seq1	GO:0005515
comp37764_c0_seq1	GO:0016021
comp37766_c0_seq1	GO:0003677
comp37794_c0_seq1	GO:0008375, GO:0008152, GO:0016021
comp37903_c0_seq1	GO:0003676, GO:0008270, GO:0046872, GO:0015074
comp38008_c0_seq1	GO:0006814, GO:0005747, GO:0015992, GO:0006120, GO:0016021, GO:0008137, GO:0006744
comp38036_c0_seq1	GO:0005667, GO:0003700, GO:0006355, GO:0006355
comp38115_c0_seq1	
comp38118_c0_seq1	GO:0008270, GO:0009506, GO:0016020
comp38129_c0_seq1	GO:0046872, GO:0044237
comp38197_c0_seq1	GO:0006281, GO:0016310, GO:0016773, GO:0016301
comp38215_c0_seq1	
comp38250_c0_seq1	
comp38264_c0_seq1	GO:0032559, GO:0032550, GO:0005739, GO:0043168
comp38352_c0_seq1	GO:0018108, GO:0032440, GO:0051707, GO:0009791, GO:0043067, GO:0007169, GO:0009069, GO:0004674, GO:0005524, GO:0004714, GO:0048367, GO:0016021, GO:0055114, GO:0031347, GO:0071944
comp38380_c0_seq1	GO:0005515
comp38389_c0_seq1	GO:0005634, GO:0003677, GO:0005667, GO:0003700, GO:0006355, GO:0006355
comp38392_c0_seq1	
comp38402_c0_seq1	
comp38405_c0_seq1	
comp38420_c0_seq1	GO:0009695, GO:0006552, GO:0006574, GO:0006550, GO:0006633, GO:0006568, GO:0006554, GO:0009507, GO:0009506, GO:0003857, GO:0009908, GO:0005618, GO:0016021, GO:0055114, GO:0018874
comp38490_c0_seq1	GO:0005975, GO:0004649
comp38500_c0_seq1	GO:0009231, GO:0008531, GO:0016787
comp38507_c0_seq1	
comp38514_c0_seq1	GO:0006118, GO:0009772, GO:0016491, GO:0045156, GO:0046872, GO:0009523, GO:0016021, GO:0018298, GO:0016168, GO:0009635, GO:0009535
comp38551_c0_seq1	GO:0005515
comp38562_c0_seq1	GO:0008152, GO:0006952, GO:0005886
comp38637_c0_seq1	GO:0008150
comp38686_c0_seq1	GO:0008173, GO:0030488
comp38692_c0_seq1	GO:0030529, GO:0016021, GO:0031410
comp38709_c0_seq1	GO:0005634, GO:0003677, GO:0006355
